X,Y,MonUID,RecordType,Name,MonType,GatewayURL,ESRI_OID
-1.0842559834,53.959136968099997,MYO1638,BLD,,"COLUMN; SHOP; NEWSPAPER OFFICE; SHOP; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1638,552
-1.0842559834,53.959136968099997,MYO1639,BLD,,"JETTIED HOUSE; HOUSE; HOUSE; HOUSE; SHOP; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1639,553
-1.1176536615,53.997154435500001,MYO164,MON,Earthwork,Practice Camp,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO164,554
-1.0841275046,53.958740515099997,MYO1640,BLD,,"HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1640,555
-1.0837982446,53.959160439900003,MYO1641,BLD,,"JETTIED HOUSE; HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1641,556
-1.084069109,53.958623224299998,MYO1642,BLD,,"SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1642,557
-1.0836335799,53.9590243671,MYO1643,BLD,,"TIMBER FRAMED HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1643,558
-1.0837969926,53.958522281400001,MYO1644,BLD,,"SHOP; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1644,559
-1.0796350183,53.9599645204,MYO1645,BLD,27 Colliergate,"TIMBER FRAMED HOUSE; HOUSE; HOUSE; OFFICE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1645,560
-1.0796797477,53.960009806,MYO1646,BLD,28 Colliergate,"HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1646,561
-1.0797705813,53.960037461200002,MYO1647,BLD,NUMBER 28A AND ATTACHED DRILL HALL,"HOUSE; INN; YARD; ARMY OFFICE; DRILL HALL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1647,562
-1.0797537688,53.9601092415,MYO1648,BLD,29 and 30 Colliergate,"HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1648,563
-1.0793399492,53.959521848599998,MYO1649,BLD,20 Colliergate,"HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1649,564
-1.1443844625,53.988000143699999,MYO165,MON,Nether Poppleton Village,VILLAGE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO165,565
-1.0793696359,53.959558024700002,MYO1650,BLD,21 Colliergate,"SHOP; TIMBER FRAMED HOUSE; TIMBER FRAMED BUILDING; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1650,566
-1.0794448323,53.9596035438,MYO1651,BLD,22 Colliergate,"HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1651,567
-1.0794592807,53.959639603100001,MYO1652,BLD,23 Colliergate,"HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1652,568
-1.0795152897,53.959864734699998,MYO1653,BLD,24 Colliergate,"HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1653,569
-1.079532113,53.959792960800002,MYO1654,BLD,25 Colliergate,"HOUSE; RAINWATER HEAD; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1654,570
-1.0802992263,53.962333468899999,MYO1655,BLD,ST WILLIAMS COLLEGE,"CHANTRY COLLEGE; JETTIED BUILDING; CHANTRY COLLEGE; CHANTRY COLLEGE; SHOP; SHOP; COMMEMORATIVE MONUMENT; CHANTRY CHAPEL; COMMEMORATIVE MONUMENT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1655,571
-1.0800035156,53.959841507199997,MYO1656,BLD,1 and 2 Colliergate,"SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1656,572
-1.0798827972,53.9597866573,MYO1657,BLD,"3,4 and 4A Colliergate","HOUSE; HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1657,573
-1.079765004,53.959695875599998,MYO1658,BLD,5 Colliergate,"TIMBER FRAMED HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1658,574
-1.0798085785,53.959696209199997,MYO1659,BLD,6 and 7 Colliergate,"HOUSE; HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1659,575
-1.0797347666,53.9595877864,MYO1660,BLD,8 Colliergate,"HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1660,576
-1.0797052775,53.9595426184,MYO1661,BLD,9 Colliergate,"TIMBER FRAMED BUILDING; TIMBER FRAMED HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1661,577
-1.0796609443,53.9594793642,MYO1662,BLD,10 Colliergate,"HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1662,578
-1.0796160176,53.9594430661,MYO1663,BLD,11 Colliergate,"TIMBER FRAMED HOUSE; HOUSE; HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1663,579
-1.0794355411,53.9593338261,MYO1664,BLD,13 and 14 Colliergate,"HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1664,580
-1.0791602544,53.959376660099998,MYO1665,BLD,17 Colliergate,"HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1665,581
-1.0792653455,53.959449368,MYO1666,BLD,18 and 19 Colliergate,"HOUSE; RAINWATER HEAD; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1666,582
-1.0804654763,53.9623976556,MYO1667,BLD,2 College Street,"TENEMENT; TIMBER FRAMED BUILDING; HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1667,583
-1.0798450135,53.962195169399997,MYO1668,BLD,"8, 9 and 10 College Street","TERRACE; TERRACED HOUSE; SHOP; OFFICE; STRUCTURE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1668,584
-1.0922226555,53.966351901199999,MYO1669,BLD,LODGE AT ST PETERS SCHOOL AND ATTACHED WALL AND GATE,"PORTERS LODGE; WALL; GATE; PORTERS LODGE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1669,585
-1.1406241914,53.989669690500001,MYO167,MON,Fishponds Poppleton Moated Site,"SETTLEMENT; FIELD SYSTEM; DITCH; BANK (EARTHWORK); FISHPOND; MOAT; BUILDING PLATFORM",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO167,586
-1.0938636122,53.966597969799999,MYO1670,BLD,RANGE APPROXIMATELY 10 METRES NORTH WEST OF THE CHAPEL AT ST PETERS SCHOOL,CLASSROOM,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1670,587
-1.0926083561,53.966139099800003,MYO1671,BLD,SCHOOLHOUSE AT ST PETERS SCHOOL,"PROPRIETARY SCHOOL; SCHOOL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1671,588
-1.0929810194,53.967229465400003,MYO1672,BLD,THE BURTON STONE INN AND ATTACHED FRONT WALL,"INN; PUBLIC HOUSE; WALL; RAILINGS; GATE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1672,589
-1.0929530713,53.967112409,MYO1673,BLD,THE BURTON STONE ADJACENT TO THE BURTON STONE INN,"CROSS; PLAGUE STONE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1673,590
-1.0983015496,53.969327758,MYO1674,BLD,,"HOUSE; ESTATE COTTAGE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1674,591
-1.0979780837,53.970188186199998,MYO1675,BLD,,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1675,592
-1.0978547892,53.9702501744,MYO1676,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1676,593
-1.0971509174,53.970370723499997,MYO1677,BLD,,"TERRACE; TERRACED HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1677,594
-1.0971915032,53.969903652200003,MYO1678,BLD,HORSE DRINKING TROUGH AND CANOPY,"HORSE TROUGH; SHELTER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1678,595
-1.0963429054,53.968962517199998,MYO1679,BLD,THE OLD GREY MARE PUBLIC HOUSE,"PUBLIC HOUSE; PUBLIC HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1679,596
-1.1334303163,54.0014036412,MYO168,MON,Skelton Village,VILLAGE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO168,597
-1.082830644,53.960887757400002,MYO1680,BLD,,"HOUSE; HOUSE; HOUSE; SHOP; APARTMENT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1680,598
-1.0825723754,53.960849837399998,MYO1681,BLD,BARLEY HALL,"HOSPICE; TIMBER FRAMED BUILDING; OPEN HALL HOUSE; TOWN HOUSE; HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1681,599
-1.0827225937,53.960949851899997,MYO1682,BLD,THOMAS GENTS COFFEE HOUSE,"HOUSE; HOUSE; CAFE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1682,600
-1.0801678088,53.962071806600001,MYO1683,BLD,SUNDIAL APPROXIMATELY 40 METRES EAST OF YORK MINSTER,"SUNDIAL; SUNDIAL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1683,601
-1.0931713279,53.966889353900001,MYO1684,BLD,NUMBER 27 AND ATTACHED WALLS AND RAILINGS,"HOUSE; GARDEN WALL; RAILINGS; GATE; GATE PIER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1684,602
-1.0933665399,53.967025649100002,MYO1685,BLD,SONG SCHOOL OF ST OLAVES SCHOOL,"HOUSE; HOUSE; SCHOOL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1685,603
-1.0931379184,53.967023924300001,MYO1686,BLD,GARDEN RAILINGS FRONTING ROAD AT NUMBER 29 (SONG SCHOOL OF ST OLAVES SCHOOL),"RAILINGS; GATE; GATE PIER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1686,604
-1.0929204413,53.967211031300003,MYO1687,BLD,34 Clifton,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1687,605
-1.0931465283,53.9673295829,MYO1688,BLD,36 Clifton,"HOUSE; HOUSE; APARTMENT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1688,606
-1.0932211794,53.967402048700002,MYO1689,BLD,40 Clifton,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1689,607
-1.1347845406,54.002312195400002,MYO169,BLD,Manor House Skelton,MANOR HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO169,608
-1.0932809686,53.967456430699997,MYO1690,BLD,42 and 44 Clifton,"HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1690,609
-1.0934288964,53.967664272500002,MYO1691,BLD,BARCLAYS BANK AND ATTACHED RAILINGS,"HOUSE; RAILINGS; BANK (FINANCIAL)",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1691,610
-1.0940739513,53.968145500799999,MYO1692,BLD,64 and 66 Clifton,"TIMBER FRAMED HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1692,611
-1.0941636538,53.968227068399997,MYO1693,BLD,68 and 70 Clifton,"HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1693,612
-1.0973413046,53.970731672299998,MYO1694,BLD,CHURCH OF ST PHILIP AND ST JAMES,"PARISH CHURCH; PARISH CHURCH",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1694,613
-1.0977243135,53.970644668600002,MYO1695,BLD,"CHURCHYARD WALL, RAILINGS AND GATE TO CHURCH OF ST PHILIP AND ST JAMES","WALL; CHURCHYARD; RAILINGS; GATE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1695,614
-1.0972737291,53.971036758899999,MYO1696,BLD,VICARAGE AND VICARAGE LODGE TO CHURCH OF ST PHILIP AND ST JAMES,"VICARAGE; HOUSE; WEATHER VANE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1696,615
-1.0948306674,53.966991741800001,MYO1697,BLD,ST OLAVES HOUSE (ST OLAVES SCHOOL),"HOUSE; SCHOOL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1697,616
-1.0929917483,53.966735203900001,MYO1698,BLD,FORMER MEMORIAL GYMNASIUM AT ST PETERS SCHOOL,"SECONDARY SCHOOL; DATE STONE; LIBRARY",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1698,617
-1.0928344364,53.966257651900001,MYO1699,BLD,HALL RANGE AND CHAPEL AT ST PETERS SCHOOL,"SCHOOL HALL; SCHOOL HALL; CHAPEL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1699,618
-1.093629895,53.902151579300003,MYO17,BLD,Chapel,CHAPEL,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO17,619
-1.1356090215,54.001445375300001,MYO170,MON,Road,COBBLED ROAD?,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO170,620
-1.0821582992,53.956802044200003,MYO1700,BLD,Techincal College/Gallery Nightclub,"TECHNICAL COLLEGE; DATE STONE; NIGHTCLUB",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1700,621
-1.0818495657,53.9562873649,MYO1701,BLD,"MAGISTRATES COURT AND ATTACHED FRONT WALL, GATES AND RAILINGS","LAW COURT; POLICE STATION; FIRE STATION; WALL; RAILINGS; DATE STONE; MAGISTRATES COURT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1701,622
-1.0813701022,53.956607273099998,MYO1702,BLD,19 and 21 Clifford Street,"OFFICE; OFFICE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1702,623
-1.0907520968,53.965981259499998,MYO1703,BLD,NUMBER 2 AND ATTACHED WALLS AND RAILINGS,"HOUSE; GARDEN WALL; RAILINGS; GATE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1703,624
-1.0908271308,53.966035759100002,MYO1704,BLD,NUMBER 4 AND ATTACHED WALLS AND RAILINGS,"HOUSE; GARDEN WALL; RAILINGS; GATE; GATE PIER; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1704,625
-1.0909482742,53.966072624,MYO1705,BLD,6 Clifton,"OUTBUILDING; SHOP; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1705,626
-1.0911387877,53.965723533599999,MYO1706,BLD,BOOTHAM GRANGE,"HOUSE; HOTEL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1706,627
-1.0910531965,53.966154309099998,MYO1707,BLD,8 Clifton,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1707,628
-1.0911546114,53.966397755099997,MYO1708,BLD,THE WHITE HOUSE,"HOUSE; HOUSE; HOUSE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1708,629
-1.0914246463,53.965896466099998,MYO1709,BLD,NUMBER 11 AND ATTACHED RAILINGS,"HOUSE; RAILINGS",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1709,630
-1.0915624016,53.966571609200003,MYO1710,BLD,14 and 16 Clifton,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1710,631
-1.0917751919,53.966600183300002,MYO1711,BLD,ST PETERS SCHOOL ANNEXE,"HOUSE; HOUSE; SCHOOL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1711,632
-1.0919442107,53.966538545900001,MYO1712,BLD,GATES AND GARDEN RAILINGS TO NUMBER 18,"RAILINGS; GATE; GATE PIER; GATE PIER; RAILINGS; GATE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1712,633
-1.0926926085,53.967173357599997,MYO1713,BLD,26-32 Clifton,"TERRACE; TERRACED HOUSE; APARTMENT; GUEST HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1713,634
-1.0810029706,53.955283218700004,MYO1714,BLD,YORK CITY WALLS (TOWER PLACE TO DAVY TOWER),TOWN WALL,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1714,635
-1.0919310015,53.957325687,MYO1715,MON,York City Walls (Baille Hill to Barker Tower),"GATE; TOWN WALL; TOWER; TOWN WALL; TOWER; TOWN GATE; TOWER; TOWER; COMMEMORATIVE MONUMENT; PLAQUE; BARBICAN; TOWN GATE; ARCH; TOWN WALL; DATE STONE; TOWN GATE; TOWN WALL; ARCH BRIDGE; POSTERN; TOWER; ARCH BRIDGE; TOWN WALL; TOWN GATE; TOWN GATE; TOWN WALL; TOWN WALL; TOWN GATE; TOWER; TOWN GATE; TOWN WALL; TOWN GATE; TOWER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1715,636
-1.0824635136,53.966502490899998,MYO1716,BLD,32 Clarence Street,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1716,637
-1.0824166034,53.966556064700001,MYO1717,BLD,34 Clarence Street,"SHOP; APARTMENT; SHOP; APARTMENT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1717,638
-1.0823079473,53.9666451147,MYO1718,BLD,36 and 38 Clarence Street,"HOUSE; SHOP; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1718,639
-1.0816967881,53.9680965087,MYO1719,BLD,GROVES CHAPEL,"WESLEYAN METHODIST CHAPEL; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1719,640
-1.1011068679,54.014648307100003,MYO172,MON,deserted settlement (?),DESERTED SETTLEMENT,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO172,641
-1.0819226287,53.957123815400003,MYO1720,BLD,CLIFFORD CHAMBERS (NUMBER 4),"SHOP; OFFICE; MUSIC HALL; SHOP; MUSIC HALL; OPERA HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1720,642
-1.0801606971,53.963087403199999,MYO1721,BLD,OLD RECTORY HOUSE AND ATTACHED WALL AND GARAGE,"VICARAGE; WALL; OUTBUILDING; VICARAGE; VICARAGE; HOUSE; GARAGE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1721,643
-1.0815895137,53.959799712299997,MYO1722,BLD,,"HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1722,644
-1.0814968929,53.959852930099999,MYO1723,BLD,,"HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1723,645
-1.0809712727,53.960190460900002,MYO1724,BLD,7 Church Street,"HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1724,646
-1.0807415126,53.9602426294,MYO1725,BLD,10 Church Street,"HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1725,647
-1.0806946074,53.960296201699997,MYO1726,BLD,11 Church Street,"HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1726,648
-1.0804838326,53.960177743400003,MYO1727,BLD,12 and 12A Church Street,"SHOP; OFFICE; SHOP; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1727,649
-1.0806991538,53.960089510899998,MYO1728,BLD,13 14 and 14A Church Street,"HOUSE; SHOP; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1728,650
-1.080808193,53.959982488199998,MYO1729,BLD,,"SHOP; OFFICE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1729,651
-1.1339644011,53.997722424400003,MYO173,MON,Rectangular enclosure (?),RECTANGULAR ENCLOSURE?,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO173,652
-1.0811634226,53.959769490200003,MYO1730,BLD,ST SAMPSONS,"PARISH CHURCH; PARISH CHURCH; PLAQUE; PARISH CHURCH; DAY CENTRE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1730,653
-1.0868131212,53.960684398300003,MYO1731,BLD,"YORK CITY WALLS (LENDALL HILL HOUSE TO THE LODGE, MUSEUM GARDENS)","TOWN WALL; TOWN WALL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1731,654
-1.0865631262,53.961662195099997,MYO1732,BLD,YORK CITY WALLS (MULTANGULAR TOWER TO REAR OF NUMBER 8 ST LEONARDS PLACE),"TOWN WALL; TOWN WALL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1732,655
-1.0825583695,53.964265193499998,MYO1733,MON,YORK CITY WALLS (BOOTHAM BAR TO MONK BAR),"ARCH; GATE; TOWN GATE; TOWN GATE; TOWN GATE; TOWER; BARBICAN; BARBICAN; TOWN GATE; ARCH; TOWN WALL; TOWN WALL; TOWN GATE; TOWN GATE; TOWN GATE; TOWN GATE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1733,656
-1.1332129638,53.997177734799997,MYO174,MON,ditch,DITCH,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO174,657
-1.080735236,53.9626064447,MYO1744,BLD,1 Chapter House Street,"TIMBER FRAMED HOUSE; WORKSHOP; HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1744,658
-1.0806582534,53.962641810800001,MYO1745,BLD,3 Chapter House Street,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1745,659
-1.0803469374,53.962936034099997,MYO1746,BLD,4 and 6 Chapter House Street,"HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1746,660
-1.0782399404,53.955495748799997,MYO1747,BLD,CASTLE MUSEUM THE FEMALE PRISON,"PRISON; EXERCISE YARD; PRISON; PRISON; STEPS; EXERCISE YARD; MUSEUM",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1747,661
-1.0795518887,53.955102948499999,MYO1749,BLD,CROWN COURT AND RAILINGS ATTACHED TO FRONT,"COURT HOUSE; COURT HOUSE; COURT HOUSE; COURT HOUSE; COURT HOUSE; COURT HOUSE; RAILINGS; CROWN COURT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1749,662
-1.1103770883,54.009324464700001,MYO175,MON,Enclosure,ENCLOSURE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO175,663
-1.0783592768,53.954921422799998,MYO1750,BLD,CURTAIN WALL,"CURTAIN WALL; ANGLE TOWER; TOWER; CURTAIN WALL; CURTAIN WALL; CURTAIN WALL; MUSEUM",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1750,664
-1.0813355079,53.957487837599999,MYO1751,BLD,1 and 3a Castlegate,"HOUSE; RAINWATER HEAD; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1751,665
-1.0811522603,53.957504413700001,MYO1752,BLD,THE LITTLE JOHN PUBLIC HOUSE AND ATTACHED CARRIAGE GATES,"INN; GATE; INN; INN",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1752,666
-1.0811389966,53.957414432500002,MYO1753,BLD,7 Castlegate,"HOUSE; HOUSE; CHEMISTS SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1753,667
-1.0810639907,53.957359927900001,MYO1754,BLD,,"HOUSE; HOUSE; HOUSE; HOUSE; HOUSE; OFFICE; APARTMENT; CAFE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1754,668
-1.0810382556,53.957144016500003,MYO1755,BLD,FRIARGATE HOUSE,"TERRACE; TERRACED HOUSE; HOUSE; APARTMENT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1755,669
